StockCode,Description,daily_avg_demand,demand_std_daily,safety_stock,reorder_point,eoq,avg_price,total_units,total_revenue,stockout_risk
84987,SET OF 36 TEATIME PAPER DOILIES,10.613,6.5084,40.2,188.8,4714.0,1.4527675840978593,7843,11028.83,Medium
84988,SET OF 72 PINK HEART PAPER DOILIES,10.3924,4.3146,26.6,172.1,4657.0,1.457397476340694,7680,10852.65,Medium
84989A,75 GREEN FAIRY CAKE CASES,2.7997,6.0142,37.1,76.3,3942.0,0.5479527559055118,2069,1028.75,Low
84989B,75 BLACK FAIRY CAKE CASES,1.3342,2.5749,15.9,34.6,2744.0,0.538936170212766,986,479.9,Low
84990,60 GOLD AND SILVER FAIRY CAKE CASES,5.7226,9.4908,58.6,138.7,5677.0,0.5400581395348837,4229,2021.6299999999999,Low
84991,60 TEATIME FAIRY CAKE CASES,72.3884,33.1383,204.6,1218.0,20130.0,0.5433936170212766,53495,26121.57,Medium
84992,72 SWEETHEART FAIRY CAKE CASES,46.7402,22.7677,140.6,795.0,16124.0,0.5468110236220473,34541,16475.22,Medium
84993A,75 GREEN PETIT FOUR CASES,1.8512,1.4736,9.1,35.0,3661.0,0.42,1368,574.56,Low
84993B,75 BLACK PETIT FOUR CASES,0.724,1.1405,7.0,17.1,2290.0,0.42000000000000004,535,224.7,Low
84997A,CHILDRENS CUTLERY POLKADOT GREEN,2.2842,3.8905,24.0,56.0,1288.0,4.1891566265060245,1688,6599.06,Low
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,2.5535,3.8905,24.0,59.7,1443.0,3.731048034934498,1887,6766.29,Low
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2.161,3.8905,24.0,54.3,1320.0,3.7700000000000005,1597,5765.55,Low
84997B,CHILDRENS CUTLERY RETROSPOT RED,3.3721,5.4694,33.8,81.0,1572.0,4.149827586206897,2492,9603.68,Low
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,5.4871,5.4694,33.8,110.6,2115.0,3.7323191489361704,4055,14624.91,Low
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3.3654,5.4694,33.8,80.9,1649.0,3.7634328358208955,2487,9043.29,Low
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,5.1759,6.0694,37.5,110.0,2052.0,3.7372967032967033,3825,13823.91,Low
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,3.0433,6.0694,37.5,80.1,1568.0,3.764251012145749,2249,8118.110000000001,Low
84997C,CHILDRENS CUTLERY POLKADOT BLUE,3.4154,6.0694,37.5,85.3,1588.0,4.119811320754717,2524,9831.4,Low
84997D,CHILDRENS CUTLERY POLKADOT PINK,4.7767,6.4914,40.1,107.0,1866.0,4.172439024390244,3530,13796.6,Low
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,5.6874,6.4914,40.1,119.7,2153.0,3.731491841491841,4203,15085.89,Low
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,3.5886,6.4914,40.1,90.3,1703.0,3.765571428571428,2652,9579.880000000001,Low
85006,SET 4 NURSERY DES ROUND BOXES,4.1231,17.9813,111.0,168.7,2268.0,2.439142857142857,3047,1280.45,Low
85007,SET OF 3 VINTAGE TEA TIME BOXES,0.1881,0.3675,2.3,4.9,383.0,3.9,139,376.35,Low
85008,SET OF 3 CONEY ISLAND OVAL BOXES,0.3559,0.4932,3.0,8.0,478.0,4.7331521739130435,263,981.6,Low
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3.9878,10.0551,62.1,117.9,1440.0,5.853298611111111,2947,12107.05,Low
85014A,BLACK/BLUE POLKADOT UMBRELLA,2.2449,10.0551,62.1,93.5,1063.0,6.0424331550802135,1659,9305.64,Low
85014B,RED RETROSPOT UMBRELLA,3.5846,10.7601,66.4,116.6,1343.0,6.043525345622119,2649,14653.32,Low
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,4.6089,10.7601,66.4,130.9,1544.0,5.878208556149733,3406,14802.1,Low
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,0.7294,5.6504,34.9,45.1,616.0,5.843846153846155,539,2167.85,Low
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,2.5886,19.9447,123.1,159.3,1163.0,5.825287356321839,1913,6613.55,Low
85015,SET OF 12  VINTAGE POSTCARD SET,3.6766,4.1956,25.9,77.4,2910.0,1.3208843537414965,2717,2267.47,Low
85016,SET OF 6 VINTAGE NOTELETS KIT,1.9702,3.3513,20.7,48.3,1670.0,2.1485915492957743,1456,1472.7,Low
85017A,ENVELOPE 50 ROMANTIC IMAGES,1.2517,3.5449,21.9,39.4,2136.0,0.8343636363636364,925,600.49,Low
85017B,ENVELOPE 50 BLOSSOM IMAGES,2.5156,2.6534,16.4,51.6,3507.0,0.6221008403361344,1859,1080.99,Low
85017C,ENVELOPE 50 CURIOUS IMAGES,1.2733,2.8627,17.7,35.5,2208.0,0.794516129032258,941,598.61,Low
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,0.0203,0.0408,0.3,0.6,121.0,4.25,15,63.75,Low
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,0.0203,0.0782,0.5,0.8,121.0,4.25,15,63.75,Low
85018C,S/6 PAPER BOXES CURIOUS IMAGES,0.0487,0.5487,3.4,4.1,192.0,4.035,36,127.2,Low
85018D,YULETIDE IMAGES S/6 PAPER BOXES,1.0474,5.6717,35.0,49.7,1241.0,2.068840579710145,774,932.1,Low
85019A,ROMANTIC IMAGES NOTEBOOK SET,0.8701,1.1144,6.9,19.1,1068.0,2.3214285714285716,643,893.75,Low
85019B,BLOSSOM  IMAGES NOTEBOOK SET,0.9526,1.6164,10.0,23.3,1204.0,2.0,704,940.0,Low
85019C,CURIOUS  IMAGES NOTEBOOK SET,0.5737,1.2402,7.7,15.7,763.0,3.0,424,647.0,Low
85020,ROUND PINK HEART MIRROR,0.3166,0.4093,2.5,6.9,677.0,2.1,234,491.4,Low
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,0.0298,0.2181,1.3,1.7,189.0,2.55,22,56.1,Low
85023B,EAU DE NILE JEWELLED PHOTOFRAME,0.3951,0.7605,4.7,10.2,690.0,2.5256756756756755,292,679.8,Low
85023C,PINK LARGE JEWELED PHOTOFRAME,0.0311,0.0647,0.4,0.8,193.0,2.55,23,58.65,Low
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,0.0014,0.0,0.0,0.0,51.0,1.65,1,1.65,Unknown
85024B,EAU DE NILE JEWELLED PHOTOFRAME,0.295,1.3124,8.1,12.2,740.0,1.6404761904761902,218,330.90000000000003,Low
85024C,PINK SMALL JEWELLED PHOTOFRAME,0.1353,0.1957,1.2,3.1,499.0,1.65,100,165.0,Low
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,0.7158,1.1268,7.0,17.0,1150.0,1.6471830985915492,529,844.0500000000001,Low
85025C,PINK HEART SHAPE PHOTO FRAME,0.8782,1.2385,7.6,19.9,1273.0,1.6479591836734695,649,1040.65,Low
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,0.2355,0.3137,1.9,5.2,918.0,0.85,174,147.9,Low
85027L,FRENCH CHATEAU LARGE PLATTER,0.2585,0.6942,4.3,7.9,408.0,4.730487804878049,191,546.45,Low
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,0.364,2.2751,14.0,19.1,469.0,5.042,269,621.75,Low
85028S,FRENCH CHATEAU SMALL FRUITBOWL,0.5805,2.7872,17.2,25.3,752.0,3.1196969696969696,429,646.65,Low
85030,FRENCH CHATEAU OVAL PLATTER,0.2882,1.1673,7.2,11.2,409.0,5.240322580645161,213,547.35,Low
85031A,ROMANTIC IMAGES SCRAP BOOK SET,0.5223,1.3446,8.3,15.6,648.0,3.7815789473684216,386,634.2,Low
85031B,BLOSSOM IMAGES SCRAP BOOK SET,0.5535,1.5183,9.4,17.1,699.0,3.4425925925925926,409,603.75,Low
85031C,CURIOUS IMAGES SCRAP BOOK SET,0.4641,1.2301,7.6,14.1,613.0,3.7607142857142857,343,543.45,Low
85032A,ROMANTIC IMAGES GIFT WRAP SET,1.8809,2.579,15.9,42.2,2421.0,0.9762500000000001,1390,1213.8,Low
85032B,BLOSSOM IMAGES GIFT WRAP SET,1.2733,1.418,8.8,26.6,2066.0,0.9074766355140188,941,853.8,Low
85032C,CURIOUS IMAGES GIFT WRAP SET,1.0839,1.4266,8.8,24.0,1830.0,0.9846153846153847,801,786.0,Low
85032D,YULETIDE IMAGES GIFT WRAP SET,1.4114,2.6627,16.4,36.2,1799.0,1.3264285714285715,1043,1136.56,Low
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,0.272,1.6442,10.2,14.0,757.0,1.4444444444444444,201,225.54999999999998,Low
85033S,SET/6 SILVER REINDEER T-LIGHTS,0.3302,2.6061,16.1,20.7,1007.0,0.9904761904761905,244,254.79999999999998,Low
85034A,3 GARDENIA MORRIS BOXED CANDLES,1.1245,2.3955,14.8,30.5,1071.0,2.982357723577236,831,2187.11,Low
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1.5115,3.6651,22.6,43.8,1364.0,2.4694871794871793,1117,2271.73,Low
85034C,3 ROSE MORRIS BOXED CANDLES,1.6861,4.3932,27.1,50.7,1532.0,2.186140350877193,1246,2249.98,Low
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,0.8471,1.0916,6.7,18.6,821.0,3.824610778443114,626,2167.42,Low
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1.2558,3.2797,20.2,37.8,1037.0,3.5500000000000003,928,2293.12,Low
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1.7916,3.754,23.2,48.3,1362.0,2.9397237569060777,1324,2519.32,Low
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,0.8444,0.9202,5.7,17.5,804.0,3.973005780346821,624,2367.92,Low
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,0.8146,1.0987,6.8,18.2,902.0,3.0472289156626506,602,1551.56,Low
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1.1935,3.0601,18.9,35.6,1099.0,3.0060606060606063,882,1630.68,Low
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3.5467,3.7179,23.0,72.7,2265.0,2.1030194805194804,2621,5156.139999999999,Low
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1.5142,3.3815,20.9,42.1,1790.0,1.4381521739130434,1119,1098.65,Low
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1.705,2.3163,14.3,38.2,1847.0,1.5198230088495575,1260,1496.68,Low
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,0.5656,1.5007,9.3,17.2,1115.0,1.3845238095238095,418,276.21999999999997,Low
85040A,S/4 PINK FLOWER CANDLES IN BOWL,2.6089,1.3941,8.6,45.1,2179.0,1.6719584569732935,1928,3169.04,Medium
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,3.3045,5.6692,35.0,81.3,2477.0,1.638663967611336,2442,3748.5,Low
85041,SET/4 PINK ORCHID CANDLES IN BOWL,2.4668,9.386,57.9,92.4,2152.0,1.6204597701149424,1823,2406.0299999999997,Low
85042,ANTIQUE LILY FAIRY LIGHTS,3.6116,4.7041,29.0,79.6,1508.0,4.827622377622378,2669,12085.95,Low
85043,RED HEART CANDY POP LIGHTS,0.0014,0.0,0.0,0.0,29.0,4.95,1,4.95,Unknown
85044,RED REINDEER STRING OF 20 LIGHTS,0.1773,0.5748,3.5,6.0,333.0,4.86923076923077,131,605.75,Low
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,0.6252,2.1469,13.3,22.1,623.0,4.893243243243243,462,2127.3,Low
85047,WHITE BEADED GARLAND STRING 20LIGHT,1.3478,2.3154,14.3,33.2,807.0,6.29975845410628,996,6055.8,Low
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,3.4993,6.5335,40.3,89.3,1171.0,7.757860262008734,2586,19091.7,Low
85049A,TRADITIONAL CHRISTMAS RIBBONS,8.0853,9.4551,58.4,171.6,4403.0,1.2683087027914615,5975,7388.08,Low
85049B,LUSH GREENS RIBBONS,2.8444,3.0142,18.6,58.4,2632.0,1.2488307692307692,2102,2597.86,Low
85049C,ROMANTIC PINKS RIBBONS,4.0352,1.6847,10.4,66.9,3131.0,1.251721991701245,2982,3699.07,Medium
85049D,BRIGHT BLUES RIBBONS,3.1543,2.6308,16.2,60.4,2771.0,1.2495128205128205,2331,2886.39,Low
85049E,SCANDINAVIAN REDS RIBBONS,8.2706,7.0299,43.4,159.2,4452.0,1.2690054495912808,6112,7651.23,Low
85049F,BABY BOOM RIBBONS,2.8471,2.5717,15.9,55.8,2633.0,1.2493831168831169,2104,2602.64,Low
85049G,CHOCOLATE BOX RIBBONS,5.1827,3.3067,20.4,93.0,3537.0,1.260386965376782,3830,4656.75,Medium
85049H,URBAN BLACK RIBBONS,2.2138,2.6049,16.1,47.1,2381.0,1.1877522935779816,1636,1664.55,Low
85050,FRENCH ENAMEL SOAP DISH WITH LID,0.065,0.0,0.0,0.9,307.0,2.1,48,100.8,Unknown
85053,FRENCH ENAMEL CANDLEHOLDER,2.5088,2.5305,15.6,50.7,1895.0,2.12486301369863,1854,3686.19,Low
85054,FRENCH ENAMEL POT W LID,1.1488,1.3576,8.4,24.5,1105.0,2.861071428571429,849,2101.61,Low
85055,FRENCH ENAMEL UTENSIL HOLDER,0.4425,0.3704,2.3,8.5,601.0,3.7224137931034487,327,1171.85,Low
85059,FRENCH ENAMEL WATER BASIN,0.7267,0.719,4.4,14.6,792.0,3.5231724137931035,537,1659.06,Low
85060,WOOD FAN WITH FLOWER DESIGN,1.8823,5.852,36.1,62.5,2156.0,1.232027027027027,1391,1638.43,Low
85061W,WHITE JEWELLED HEART DECORATION,8.1055,5.2061,32.1,145.6,5383.0,0.8508264462809917,5990,4826.719999999999,Medium
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,5.1475,2.6706,16.5,88.6,3082.0,1.6487959866220734,3804,6049.47,Medium
85063,CREAM SWEETHEART MAGAZINE RACK,0.3748,0.4783,3.0,8.2,261.0,16.726315789473684,277,4489.15,Low
85064,CREAM SWEETHEART LETTER RACK,2.3369,6.021,37.2,69.9,1148.0,5.3933333333333335,1727,7676.47,Low
85065,CREAM SWEETHEART TRAYS,0.793,0.3688,2.3,13.4,439.0,12.51271186440678,586,6785.5,Medium
85066,CREAM SWEETHEART MINI CHEST,4.0555,2.1785,13.4,70.2,987.0,12.659057279236277,2997,35889.48,Medium
85067,CREAM SWEETHEART WALL CABINET,0.6495,1.2037,7.4,16.5,327.0,18.514099378881987,480,7562.86,Low
85068,CREAM SWEETHEART SHELF + HOOKS,1.249,3.0534,18.9,36.4,701.0,7.7275,923,6105.51,Low
85069,CREAM SWEETHEART DOUBLE SHELF,0.0041,0.0,0.0,0.1,27.0,16.95,3,50.85,Unknown
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,0.0041,0.0236,0.1,0.2,11.0,106.66666666666667,3,320.0,Low
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2.498,2.4985,15.4,50.4,2506.0,1.209765625,1846,1357.06,Low
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3.2463,2.2822,14.1,59.5,3098.0,1.029054054054054,2399,1270.29,Low
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1.6279,2.5011,15.4,38.2,2081.0,1.1435,1203,685.12,Low
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1.1421,2.1714,13.4,29.4,1769.0,1.1096666666666666,844,497.64,Low
85072,OCCASIONS GIFT CARD ASSORTMENT,0.1624,0.0,0.0,2.3,948.0,0.55,120,66.0,Unknown
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2.7984,4.4057,27.2,66.4,4686.0,0.38770114942528733,2068,585.8,Low
85079,EMBROIDERED REINDEER DECORATION,0.0257,0.0,0.0,0.4,229.0,1.485,19,28.85,Unknown
85080,PADDED RED HEART DECORATION,0.1543,0.4468,2.8,5.0,943.0,0.5282608695652175,114,56.18,Low
85081,PADDED HOLLY CHRISTMAS DECORATION,0.1394,0.6449,4.0,6.0,966.0,0.45458333333333334,103,45.75,Low
85083,KISS REINDEER SCANDINAVIAN STOCKING,0.0068,0.0,0.0,0.1,90.0,2.55,5,12.75,Unknown
85084,HOLLY TOP CHRISTMAS STOCKING,0.8214,2.7839,17.2,28.7,1702.0,0.8627272727272727,607,556.27,Low
85086A,CANDY SPOT HEART DECORATION,0.5359,0.65,4.0,11.5,1385.0,0.85,396,336.59999999999997,Low
85087,CANDY SPOT CUSHION COVER,0.1529,0.1943,1.2,3.3,397.0,2.947142857142857,113,325.11,Low
85088,CANDY SPOT HAND BAG,0.3694,0.6222,3.8,9.0,718.0,2.1811111111111114,273,563.77,Low
85089,CANDY SPOT BUNNY,0.1245,0.2252,1.4,3.1,362.0,2.892857142857143,92,264.2,Low
85090,CANDY SPOT APRON,0.111,0.2345,1.4,3.0,269.0,4.65,82,381.3,Low
85091,CANDY SPOT BREAD BASKETS,0.456,4.0811,25.2,31.6,631.0,3.485714285714286,337,487.35,Low
85092,CANDY SPOT TEA COSY,0.5061,3.9002,24.1,31.2,769.0,2.6,374,534.7,Low
85093,CANDY SPOT EGG WARMER HARE,1.4141,3.7285,23.0,42.8,2195.0,0.8929508196721311,1045,693.99,Low
85094,CANDY SPOT EGG WARMER RABBIT,0.8268,1.7329,10.7,22.3,2175.0,0.5315909090909091,611,212.87,Low
85095,THREE CANVAS LUGGAGE TAGS,0.1231,0.24,1.5,3.2,414.0,2.18,91,145.81,Low
85096,HILDA CANDY SPOT RABBIT,0.1935,0.2319,1.4,4.1,396.0,3.75,143,536.25,Low
85097B,BLUE ROCKING SINGING CANARY,0.138,0.4064,2.5,4.4,335.0,3.75,102,382.5,Low
85098B,BLUE FLYING SINGING CANARY,0.4438,0.5711,3.5,9.7,601.0,3.731176470588235,328,1172.4,Low
85099B,JUMBO BAG RED RETROSPOT,102.5156,45.4195,280.4,1715.6,12573.0,1.9724611398963732,75759,136980.08,Medium
85099B,JUMBO BAG RED WHITE SPOTTY,18.7957,45.4195,280.4,543.5,5472.0,1.9094080338266384,13890,24345.3,Low
85099B,RED RETROSPOT JUMBO BAG,7.2179,45.4195,280.4,381.5,3397.0,1.902972972972973,5334,9291.3,Low
85099C,JUMBO  BAG BAROQUE BLACK WHITE,39.8471,13.1842,81.4,639.3,7869.0,1.9571782841823058,29447,53168.340000000004,Medium
85099F,JUMBO BAG STRAWBERRY,48.8471,20.5528,126.9,810.8,8713.0,1.9572651222651223,36098,64601.65,Medium
85103,SILVER T-LIGHT SETTING,0.3383,0.59,3.6,8.3,394.0,6.619090909090909,250,1557.1000000000001,Low
85104,SILVER GLASS T-LIGHT SET,0.4533,1.1053,6.8,13.1,680.0,2.9841818181818183,335,912.53,Low
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1.3938,4.3373,26.8,46.3,1330.0,2.3952,1030,1869.4,Low
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1.6198,2.8693,17.7,40.4,1467.0,2.2888888888888888,1197,2189.61,Low
85109,PINK BOUDOIR T-LIGHT HOLDER,5.6874,25.8781,159.8,239.4,5007.0,0.69,4203,462.15,Low
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,15.5778,69.9138,431.6,649.7,10202.0,0.45526315789473687,11512,1124.68,Low
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,3.9188,7.8055,48.2,103.1,5334.0,0.418955223880597,2896,898.4,Low
85112,S/3 TEAR DROP CUT GLASS DECORATION,0.5819,8.045,49.7,57.8,1205.0,1.21875,430,321.5,Low
85113,POLKA DOT PISTACHIO PAIL,0.3775,1.7253,10.7,16.0,741.0,2.0906818181818183,279,566.22,Low
85114A,BLACK ENCHANTED FOREST PLACEMAT,1.7659,2.386,14.7,39.4,1816.0,1.6288235294117646,1305,1997.25,Low
85114B,IVORY ENCHANTED FOREST PLACEMAT,2.4263,2.4474,15.1,49.1,2120.0,1.6427272727272728,1793,2822.45,Low
85114C,RED ENCHANTED FOREST PLACEMAT,1.3545,1.4432,8.9,27.9,1582.0,1.64568345323741,1001,1615.65,Low
85115B,S/4 BLACK DISCO PARTITION PANEL,0.0041,0.0,0.0,0.1,54.0,4.25,3,12.75,Unknown
85116,BLACK CANDELABRA T-LIGHT HOLDER,1.8471,4.1818,25.8,51.7,2022.0,1.3744262295081968,1365,1362.86,Low
85117,NIGHTINGALE COATHOOK WHITE,0.4344,1.6009,9.9,16.0,900.0,1.6304878048780487,321,500.04999999999995,Low
85118,HEART T-LIGHT HOLDER,2.8484,6.3296,39.1,79.0,3082.0,0.9123880597014926,2105,1127.8899999999999,Low
85119,WATERING CAN SINGLE HOOK PISTACHIO,0.5575,2.339,14.4,22.2,1006.0,1.6748717948717946,412,564.12,Low
85121B,RETRO LAUNDRY TUB PINK,0.0812,0.1631,1.0,2.1,170.0,8.5,60,510.0,Low
85121C,RETRO LAUNDRY TUB PISTACHIO,0.115,0.1861,1.1,2.7,203.0,8.5,85,722.5,Low
85123A,CREAM HANGING HEART T-LIGHT HOLDER,0.0771,51.3682,317.1,318.2,285.0,2.892857142857143,57,155.35,Low
85123A,WHITE HANGING HEART T-LIGHT HOLDER,126.7118,51.3682,317.1,2091.1,11588.0,2.8703358425014476,93640,252072.46,Medium
85124A,PINK JUICY FRUIT PHOTO FRAME,0.4587,0.8833,5.5,11.9,743.0,2.5307142857142852,339,843.75,Low
85124B,BLUE JUICY FRUIT PHOTO FRAME,0.4655,0.4531,2.8,9.3,746.0,2.544827586206896,344,861.0,Low
85124C,GREEN JUICY FRUIT PHOTO FRAME,0.567,0.5947,3.7,11.6,824.0,2.541176470588235,419,1036.05,Low
85125,SMALL ROUND CUT GLASS CANDLESTICK,0.3667,0.501,3.1,8.2,479.0,4.856666666666667,271,1242.75,Low
85126,LARGE ROUND CUTGLASS CANDLESTICK,0.2016,0.3705,2.3,5.1,302.0,6.702941176470588,149,967.35,Low
85127,SMALL SQUARE CUT GLASS CANDLESTICK,0.2057,0.204,1.3,4.2,356.0,4.95,152,752.4,Low
85128,PLANTPOT SINGLE HOOK PISTACHIO,0.2233,3.8419,23.7,26.8,698.0,1.395,165,182.09,Low
85129A,"WHITE PEARL BEADED HEART, SMALL",0.5805,1.0313,6.4,14.5,1189.0,1.25,429,536.25,Low
85129B,BEADED CRYSTAL HEART GREEN SMALL,0.3112,0.445,2.7,7.1,853.0,1.3023076923076924,230,283.08,Low
85129C,BEADED CRYSTAL HEART BLUE SMALL,0.5399,0.5692,3.5,11.1,1117.0,1.316153846153846,399,500.1,Low
85129D,BEADED CRYSTAL HEART PINK SMALL,0.8917,0.8304,5.1,17.6,1421.0,1.3430337078651686,659,855.35,Low
85130A,BEADED PEARL HEART WHITE LARGE,0.9581,1.0401,6.4,19.8,1330.0,1.6475308641975308,708,1165.8,Low
85130B,BEADED CRYSTAL HEART GREEN LARGE,1.184,2.7046,16.7,33.3,1841.0,1.0622033898305085,875,805.0500000000001,Low
85130C,BEADED CRYSTAL HEART BLUE  LARGE,0.9134,1.5926,9.8,22.6,1552.0,1.1528125,675,749.11,Low
85130D,BEADED CRYSTAL HEART PINK LARGE,1.0027,1.9329,11.9,25.9,1518.0,1.3238823529411765,741,835.83,Low
85131A,BEADED PEARL HEART WHITE ON STICK,1.9269,3.4975,21.6,48.6,2354.0,1.057777777777778,1424,1121.68,Low
85131B,BEADED CRYSTAL HEART GREEN ON STICK,0.4479,1.374,8.5,14.8,1212.0,0.9276000000000001,331,211.43,Low
85131C,BEADED CRYSTAL HEART BLUE ON STICK,0.4181,1.4902,9.2,15.1,1127.0,1.0007142857142857,309,208.59,Low
85131D,BEADED CRYSTAL HEART PINK ON STICK,0.6604,1.8245,11.3,20.5,1615.0,0.77,488,270.94,Low
85131D,BEADED CRYSTAL HEART PINK\ON STICK,0.0217,1.8245,11.3,11.6,230.0,1.25,16,20.0,Low
85132A,CHARLIE + LOLA BISCUITS TINS,1.613,3.3095,20.4,43.0,923.0,5.76203947368421,1192,3970.2,Low
85132B,CHARLIE AND LOLA TABLE TINS,1.2111,2.4859,15.3,32.3,905.0,4.499019607843137,895,2593.25,Low
85132C,CHARLIE AND LOLA FIGURES TINS,2.5995,4.2262,26.1,62.5,1428.0,3.877783505154639,1921,4863.429999999999,Low
85135A,YELLOW DRAGONFLY HELICOPTER,0.1055,0.1831,1.1,2.6,201.0,7.950000000000001,78,620.1,Low
85135B,BLUE DRAGONFLY HELICOPTER,0.1543,0.2758,1.7,3.9,243.0,7.950000000000001,114,906.3000000000001,Low
85135C,RED DRAGONFLY HELICOPTER,0.1448,0.1736,1.1,3.1,235.0,7.95,107,850.65,Low
85136A,YELLOW SHARK HELICOPTER,0.1326,0.1643,1.0,2.9,225.0,7.95,98,779.1,Low
85136B,BLUE SHARK HELICOPTER,0.0663,0.1026,0.6,1.5,159.0,7.95,49,389.55,Low
85136C,RED SHARK HELICOPTER,0.1786,0.3003,1.9,4.4,261.0,7.95,132,1049.4,Low
85141,JARDIN ETCHED GLASS FRUITBOWL,0.2558,0.4562,2.8,6.4,312.0,8.0075,189,1336.95,Low
85142,JARDIN ETCHED GLASS GINGER JAR,0.0731,0.1318,0.8,1.8,167.0,7.95,54,429.3,Low
85144,JARDIN ETCHED GLASS BUTTER DISH,0.0947,1.0298,6.4,7.7,200.0,7.195454545454545,70,485.9,Low
85144,JARDIN ETCHED GLASS CHEESE DISH,0.2991,1.0298,6.4,10.6,489.0,3.7988372093023255,221,579.35,Low
85145,JARDIN ETCHED GLASS LARGE BELL JAR,0.1245,0.3282,2.0,3.7,203.0,9.22741935483871,92,813.0,Low
85146,JARDIN ETCHED GLASS SMALL BELL JAR,0.1556,0.2781,1.7,3.9,302.0,5.191379310344828,115,564.25,Low
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,0.0825,0.7534,4.7,5.9,225.0,4.95,61,301.95,Low
85150,LADIES & GENTLEMEN METAL SIGN,11.1286,5.4618,33.7,189.5,3663.0,2.522869565217391,8224,19220.28,Medium
85151,WELCOME METAL SIGN,0.0595,0.0,0.0,0.8,381.0,1.25,44,55.0,Unknown
85152,HAND OVER THE CHOCOLATE   SIGN,22.1976,8.8662,54.7,365.5,5695.0,2.0815212527964206,16404,31138.05,Medium
85159A,"BLACK TEA,COFFEE,SUGAR JARS",0.6198,0.93,5.7,14.4,899.0,2.3316326530612246,458,823.9,Low
85159B,"WHITE TEA,COFFEE,SUGAR JARS",0.8633,0.9747,6.0,18.1,995.0,2.6544117647058822,638,1236.1,Low
85160A,WHITE BIRD GARDEN DESIGN MUG,11.908,60.5419,373.8,540.5,5617.0,1.1481818181818182,8800,1323.2,Low
85160B,BLACK BIRD GARDEN DESIGN MUG,8.3207,32.8765,203.0,319.5,5765.0,0.7616129032258064,6149,934.87,Low
85161,ACRYLIC GEOMETRIC LAMP,0.0365,0.038,0.2,0.7,77.0,18.75,27,497.65,Low
85162A,SILVER RETRODISC LAMPSHADE,0.8187,1.738,10.7,22.2,880.0,3.2131578947368418,605,1211.75,Low
85162B,BLACK RETRODISC LAMPSHADE,1.3221,3.1079,19.2,37.7,1436.0,1.9499999999999997,977,1905.15,Low
85162C,WHITE RETRODISC LAMPSHADE,1.2152,3.2235,19.9,36.9,1313.0,2.145121951219512,898,1775.1,Low
85163A,WHITE BAROQUE WALL CLOCK,0.1083,0.1844,1.1,2.6,164.0,12.202380952380953,80,785.4,Low
85163B,BLACK BAROQUE WALL CLOCK,0.092,0.1722,1.1,2.4,152.0,12.177027027027027,68,639.6,Low
